Date,Close Price
8/1/2014,595.08
8/2/2014,587.29
8/3/2014,585.51
8/4/2014,586.76
8/5/2014,583.11
8/6/2014,583.04
8/7/2014,587.4
8/8/2014,590.53
8/9/2014,588.09
8/10/2014,589.45
8/11/2014,573.31
8/12/2014,568.21
8/13/2014,544.57
8/14/2014,508.55
8/15/2014,496.62
8/16/2014,519.83
8/17/2014,492.95
8/18/2014,460.67
8/19/2014,486.74
8/20/2014,511.93
8/21/2014,516.16
8/22/2014,513.94
8/23/2014,497.22
8/24/2014,508.57
8/25/2014,501.63
8/26/2014,513.47
8/27/2014,510.43
8/28/2014,507.02
8/29/2014,508.42
8/30/2014,501.2
8/31/2014,478.07
9/1/2014,474.13
9/2/2014,475.32
9/3/2014,474.54
9/4/2014,489.09
9/5/2014,480.5
9/6/2014,482.24
9/7/2014,479.48
9/8/2014,472.15
9/9/2014,471.56
9/10/2014,477.53
9/11/2014,476.33
9/12/2014,473.83
9/13/2014,477.09
9/14/2014,474.71
9/15/2014,471.36
9/16/2014,463.74
9/17/2014,454.91
9/18/2014,421.46
