Date,Close Price
6/13/2017,2738.93
6/14/2017,2494.48
6/15/2017,2456.92
6/16/2017,2528.1
6/17/2017,2664
6/18/2017,2576.17
6/19/2017,2641.66
6/20/2017,2778.83
6/21/2017,2712.16
6/22/2017,2740.79
6/23/2017,2738.22
6/24/2017,2619.12
6/25/2017,2594.45
6/26/2017,2485.36
6/27/2017,2593.17
6/28/2017,2584.56
6/29/2017,2561.56
6/30/2017,2499.98
7/1/2017,2460.2
7/2/2017,2529.78
7/3/2017,2581.07
7/4/2017,2625.07
7/5/2017,2629.27
7/6/2017,2619.11
7/7/2017,2521.24
7/8/2017,2579.93
7/9/2017,2525.67
7/10/2017,2371.96
7/11/2017,2332.19
7/12/2017,2423.16
7/13/2017,2364.52
7/14/2017,2232.65
7/15/2017,1993.26
7/16/2017,1938.94
7/17/2017,2244.26
7/18/2017,2327.9
7/19/2017,2294.4
7/20/2017,2877.39
7/21/2017,2694.29
7/22/2017,2838.81
7/23/2017,2762.63
7/24/2017,2779.04
7/25/2017,2591.22
7/26/2017,2550.18
7/27/2017,2697.47
7/28/2017,2805.18
7/29/2017,2720.08
7/30/2017,2746.33
7/31/2017,2873.83
8/1/2017,2735.59
8/2/2017,2723.58
8/3/2017,2814.36
8/4/2017,2883.68
8/5/2017,3301.76
8/6/2017,3255
8/7/2017,3431.97
8/8/2017,3453.16
8/9/2017,3377.54
8/10/2017,3445.28
8/11/2017,3679.61
8/12/2017,3917.65
8/13/2017,4111.2
8/14/2017,4382.74
8/15/2017,4204.43
8/16/2017,4425.3
8/17/2017,4316.34
8/18/2017,4159.46
8/19/2017,4206.13
8/20/2017,4111.22
8/21/2017,4054.94
8/22/2017,4137.67
8/23/2017,4191.22
8/24/2017,4362.47
8/25/2017,4408.32
8/26/2017,4387.46
8/27/2017,4394.51
8/28/2017,4439.66
8/29/2017,4648.13
8/30/2017,4630.73
8/31/2017,4764.87
9/1/2017,4950.72
9/2/2017,4643.97
9/3/2017,4631.69
9/4/2017,4319.72
9/5/2017,4422.12
9/6/2017,4626.72
9/7/2017,4638.1
9/8/2017,4317.54
9/9/2017,4291.88
9/10/2017,4191.17
9/11/2017,4188.84
9/12/2017,4148.27
9/13/2017,3874.26
9/14/2017,3226.41
9/15/2017,3686.9
9/16/2017,3678.74
9/17/2017,3672.57
9/18/2017,4067.08
9/19/2017,3897
9/20/2017,3858.09
9/21/2017,3612.68
9/22/2017,3603.31
9/23/2017,3777.29
9/24/2017,3662.12
9/25/2017,3927.5
9/26/2017,3895.51
9/27/2017,4208.56
9/28/2017,4185.29
9/29/2017,4164.1
9/30/2017,4353.05
10/1/2017,4394.64
10/2/2017,4404.1
10/3/2017,4320.09
10/4/2017,4225.92
10/5/2017,4322.75
10/6/2017,4370.24
10/7/2017,4437.03
10/8/2017,4596.96
10/9/2017,4772.97
10/10/2017,4754.7
10/11/2017,4830.77
10/12/2017,5439.13
10/13/2017,5640.13
10/14/2017,5809.69
10/15/2017,5697.39
10/16/2017,5754.22
10/17/2017,5595.23
10/18/2017,5572.2
10/19/2017,5699.58
10/20/2017,5984.09
10/21/2017,6013.23
10/22/2017,5984.96
10/23/2017,5895.3
10/24/2017,5518.85
10/25/2017,5733.9
10/26/2017,5888.14
10/27/2017,5767.68
10/28/2017,5732.82
10/29/2017,6140.53
10/30/2017,6121.8
10/31/2017,6447.67
11/1/2017,6750.17
11/2/2017,7030
11/3/2017,7161.45
11/4/2017,7387
11/5/2017,7382.45
11/6/2017,6958.21
11/7/2017,7118.8
11/8/2017,7458.79
11/9/2017,7146.78
11/10/2017,6570.31
11/11/2017,6337
11/12/2017,5857.32
11/13/2017,6517.68
11/14/2017,6598.77
11/15/2017,7279
11/16/2017,7843.94
11/17/2017,7689.91
11/18/2017,7776.94
11/19/2017,8033.94
11/20/2017,8238.2
11/21/2017,8095.59
11/22/2017,8230.69
11/23/2017,8002.64
11/24/2017,8201.46
11/25/2017,8763.78
11/26/2017,9326.59
11/27/2017,9739.05
11/28/2017,9908.23
11/29/2017,9816.35
11/30/2017,9916.54
12/1/2017,10859.56
12/2/2017,10895.01
12/3/2017,11180.89
12/4/2017,11616.85
12/5/2017,11696.06
12/6/2017,13708.99
12/7/2017,16858.02
12/8/2017,16057.14
12/9/2017,14913.4
12/10/2017,15036.96
12/11/2017,16699.68
12/12/2017,17178.1
12/13/2017,16407.2
12/14/2017,16531.08
12/15/2017,17601.94
12/16/2017,19343.04
12/17/2017,19086.64
12/18/2017,18960.52
12/19/2017,17608.35
12/20/2017,16454.72
12/21/2017,15561.05
12/22/2017,13857.14
12/23/2017,14548.71
12/24/2017,13975.44
12/25/2017,13917.03
12/26/2017,15745.26
12/27/2017,15378.28
12/28/2017,14428.76
12/29/2017,14427.87
12/30/2017,12629.81
12/31/2017,13860.14
1/1/2018,13412.44
1/2/2018,14740.76
1/3/2018,15134.65
1/4/2018,15155.23
1/5/2018,16937.17
1/6/2018,17135.84
1/7/2018,16178.49
1/8/2018,14970.36
1/9/2018,14439.47
1/10/2018,14890.72
1/11/2018,13287.26
1/12/2018,13812.71
1/13/2018,14188.78
1/14/2018,13619.03
1/15/2018,13585.9
1/16/2018,11348.02
1/17/2018,11141.25
1/18/2018,11250.65
1/19/2018,11514.92
1/20/2018,12759.64
1/21/2018,11522.86
1/22/2018,10772.15
1/23/2018,10839.83
1/24/2018,11399.52
1/25/2018,11137.24
1/26/2018,11090.06
1/27/2018,11407.15
1/28/2018,11694.47
1/29/2018,11158.39
1/30/2018,10035
1/31/2018,10166.51
2/1/2018,9052.58
2/2/2018,8827.63
2/3/2018,9224.39
2/4/2018,8186.65
2/5/2018,6914.26
2/6/2018,7700.39
2/7/2018,7581.8
2/8/2018,8237.24
2/9/2018,8689.84
2/10/2018,8556.61
2/11/2018,8070.8
2/12/2018,8891.21
2/13/2018,8516.24
2/14/2018,9477.84
2/15/2018,10016.49
2/16/2018,10178.71
2/17/2018,11092.15
2/18/2018,10396.63
2/19/2018,11159.72
2/20/2018,11228.24
2/21/2018,10456.17
2/22/2018,9830.43
2/23/2018,10149.46
2/24/2018,9682.38
2/25/2018,9586.46
2/26/2018,10313.08
2/27/2018,10564.42
2/28/2018,10309.64
3/1/2018,10907.59
3/2/2018,11019.52
3/3/2018,11438.65
3/4/2018,11479.73
3/5/2018,11432.98
3/6/2018,10709.53
3/7/2018,9906.8
3/8/2018,9299.28
3/9/2018,9237.05
3/10/2018,8787.16
3/11/2018,9532.74
3/12/2018,9118.27
3/13/2018,9144.15
3/14/2018,8196.9
3/15/2018,8256.99
3/16/2018,8269.33
3/17/2018,7862.11
3/18/2018,8196.02
3/19/2018,8594.19
3/20/2018,8915.9
3/21/2018,8895.4
3/22/2018,8712.89
3/23/2018,8918.74
3/24/2018,8535.89
3/25/2018,8449.83
3/26/2018,8138.34
3/27/2018,7790.16
3/28/2018,7937.2
3/29/2018,7086.49
3/30/2018,6844.32
3/31/2018,6926.02
4/1/2018,6816.74
4/2/2018,7049.79
4/3/2018,7417.89
4/4/2018,6789.3
4/5/2018,6774.75
4/6/2018,6620.41
4/7/2018,6896.28
4/8/2018,7022.71
4/9/2018,6773.94
4/10/2018,6830.9
4/11/2018,6939.55
4/12/2018,7916.37
4/13/2018,7889.23
4/14/2018,8003.68
4/15/2018,8357.04
4/16/2018,8051.34
4/17/2018,7890.15
4/18/2018,8163.69
4/19/2018,8273.74
4/20/2018,8863.5
4/21/2018,8917.6
4/22/2018,8792.83
4/23/2018,8938.3
4/24/2018,9652.16
4/25/2018,8864.09
4/26/2018,9279
4/27/2018,8978.33
4/28/2018,9342.47
4/29/2018,9392.03
4/30/2018,9244.32
5/1/2018,9067.71
5/2/2018,9219.86
5/3/2018,9734.67
5/4/2018,9692.72
5/5/2018,9826.6
5/6/2018,9619.14
5/7/2018,9362.53
5/8/2018,9180.16
5/9/2018,9306
5/10/2018,9014.61
5/11/2018,8406.17
5/12/2018,8467.66
5/13/2018,8688.03
5/14/2018,8675.21
5/15/2018,8474.24
5/16/2018,8340.3
5/17/2018,8058.6
5/18/2018,8240.72
5/19/2018,8234.15
5/20/2018,8520.81
5/21/2018,8395.23
5/22/2018,7983.52
5/23/2018,7502.56
5/24/2018,7578.69
5/25/2018,7460.69
5/26/2018,7334.16
5/27/2018,7344.97
5/28/2018,7105.67
5/29/2018,7460.58
5/30/2018,7375.67
5/31/2018,7487.19
6/1/2018,7518.24
6/2/2018,7636.19
6/3/2018,7711.36
6/4/2018,7490.59
6/5/2018,7616.89
6/6/2018,7655.98
6/7/2018,7688
6/8/2018,7616.1
6/9/2018,7497.34
6/10/2018,6765.8
6/11/2018,6877.18
6/12/2018,6548.33
6/13/2018,6299.52
6/14/2018,6637.74
6/15/2018,6410.72
6/16/2018,6485.87
6/17/2018,6443.67
6/18/2018,6709.48
6/19/2018,6737.41
6/20/2018,6758.38
6/21/2018,6717.2
6/22/2018,6053.9
6/23/2018,6170.56
6/24/2018,6150.19
6/25/2018,6247.47
6/26/2018,6074.92
6/27/2018,6132.56
6/28/2018,5848.26
6/29/2018,6203.9
6/30/2018,6387.31
7/1/2018,6347.86
7/2/2018,6613.27
7/3/2018,6504.93
7/4/2018,6584.77
7/5/2018,6531.2
7/6/2018,6600.99
7/7/2018,6755.56
7/8/2018,6704.18
7/9/2018,6664.21
7/10/2018,6302.49
7/11/2018,6381.87
7/12/2018,6245.63
7/13/2018,6217.61
7/14/2018,6247.23
7/15/2018,6349.04
7/16/2018,6726.4
7/17/2018,7314.94
7/18/2018,7378.76
7/19/2018,7470.82
7/20/2018,7330.54
7/21/2018,7404.29
7/22/2018,7396.29
7/23/2018,7717.5
7/24/2018,8397.63
7/25/2018,8166.76
7/26/2018,7929.61
7/27/2018,8183.02
7/28/2018,8229.96
7/29/2018,8215.56
7/30/2018,8168
7/31/2018,7726.89
8/1/2018,7603.75
8/2/2018,7535.02
8/3/2018,7415.56
8/4/2018,7009.09
8/5/2018,7026.99
8/6/2018,6937.07
8/7/2018,6717.21
8/8/2018,6280.58
8/9/2018,6537.9
8/10/2018,6143.3
8/11/2018,6233.38
8/12/2018,6312.83
8/13/2018,6252.37
8/14/2018,6192.31
8/15/2018,6270.04
8/16/2018,6314.24
8/17/2018,6583.24
8/18/2018,6395.35
8/19/2018,6485.75
8/20/2018,6256.61
8/21/2018,6477.38
8/22/2018,6357.59
8/23/2018,6525.61
8/24/2018,6692.62
8/25/2018,6732.5
8/26/2018,6707.63
8/27/2018,6907.66
8/28/2018,7076.74
8/29/2018,7035.81
8/30/2018,6982.4
8/31/2018,7013.97
9/1/2018,7192.3
9/2/2018,7295.13
9/3/2018,7261.49
9/4/2018,7358.5
9/5/2018,6687.01
9/6/2018,6498.62
9/7/2018,6396.27
9/8/2018,6183.38
9/9/2018,6238.54
9/10/2018,6305.57
9/11/2018,6282.92
9/12/2018,6328.93
9/13/2018,6486.62
9/14/2018,6492.37
9/15/2018,6515.9
9/16/2018,6497.37
9/17/2018,6251.16
9/18/2018,6334.2
9/19/2018,6388.98
9/20/2018,6491.64
,
,
This data was produced from the CoinDesk price page.,
http://www.coindesk.com/price/,
